,class,text,word_count,question_mark,exclamation_mark,start_digit,start_question,longest_word_len,avg_word_len,ratio_stopwords
0,0,"['north', 'carolina', 'investigate', 'concerns', 'raised', 'children', 'hospital']",0.5333333333333333,0.0,0.0,0.0,0.0,0.5833333333333333,0.44048571428571426,0.416625
1,0,"['new', 'threat', 'trump', 'old', 'questions', 'effectiveness']",0.6,0.0,0.0,0.0,0.0,0.75,0.38095714285714294,0.568125
2,0,"['words', 'dictionary', 'spelling', 'bee', 'may', 'enough']",0.9333333333333332,0.0,0.0,0.0,0.0,0.5,0.28274285714285713,0.703125
3,0,"['watch', 'today', 'french', 'open']",0.4,0.0,0.0,0.0,1.0,0.16666666666666669,0.22024285714285713,0.625
4,0,"['let', 'hear', 'average', 'child']",0.33333333333333337,0.0,0.0,0.0,0.0,0.24999999999999994,0.12698571428571429,0.5555
5,0,"['army', 'corps', 'fire', 'flood', 'released', 'water']",0.6,0.0,0.0,0.0,0.0,0.3333333333333333,0.25108571428571447,0.568125
6,0,"['justice', 'dept', 'keeps', 'wiretaps', 'secret', 'flynn', 'case', 'rejecting', 'judge', 'order']",0.6,0.0,0.0,0.0,0.0,0.4166666666666667,0.3479857142857143,0.19225
7,0,"['high', 'church', 'low', 'blow']",0.33333333333333337,0.0,0.0,0.0,0.0,0.16666666666666669,0.17687142857142857,0.53575
8,0,"['trump', 'give', 'arthur', 'laffer', 'champion', 'presidential', 'medal', 'freedom']",0.6666666666666667,0.0,0.0,0.0,0.0,0.6666666666666667,0.4523857142857144,0.3125
9,0,"['justice', 'dept', 'explores', 'google', 'antitrust', 'case']",0.2666666666666667,0.0,0.0,0.0,0.0,0.4166666666666667,0.5714285714285715,0.0
10,0,"['denies', 'cyberweapon', 'used', 'baltimore', 'attack', 'congressman', 'says']",0.6,0.0,0.0,0.0,0.0,0.5833333333333333,0.4718714285714286,0.340875
11,0,"['corrections', 'june', '1', '2019']",0.13333333333333333,0.0,0.0,0.0,0.0,0.5833333333333333,0.38095714285714294,0.0
12,0,"['takes', 'heat']",0.06666666666666668,0.0,0.0,0.0,0.0,0.08333333333333331,0.28571428571428575,0.416625
13,0,"['el', 'paso', 'immigration', 'center', 'dangerously', 'overcrowded', 'inspector', 'general', 'warns']",0.5333333333333333,0.0,0.0,0.0,0.0,0.5833333333333333,0.6381,0.125
14,0,"['trump', 'administration', 'strips', 'india', 'special', 'trade', 'status']",0.4,0.0,0.0,0.0,0.0,0.8333333333333333,0.5595285714285715,0.15625
15,0,"['quotation', 'day', 'push', 'end', 'penalties', 'oldest', 'profession']",0.6,0.0,0.0,0.0,0.0,0.5,0.36797142857142856,0.4545
16,0,"['prosecutors', 'wary', 'appearances', 'deliberated', 'explain', 'smollett', 'decision']",0.6,0.0,0.0,0.0,0.0,0.5833333333333333,0.5627714285714287,0.4545
17,0,"['politics', 'biggest', 'stories', 'week']",0.4,0.0,0.0,0.0,0.0,0.3333333333333333,0.30952857142857143,0.625
18,0,"['alexander', 'wang', 'spring', '2020']",0.13333333333333333,0.0,0.0,0.0,0.0,0.4166666666666667,0.4881000000000001,0.0
19,0,"['tv', 'saturday', 'ask', 'ruth', 'bad', 'times', 'el', 'royale']",0.8,0.0,0.0,0.0,1.0,0.3333333333333333,0.05952857142857144,0.375
20,0,"['week', 'arts', 'idris', 'elba', 'revives', 'luther', 'margaret', 'thatcher', 'sees', 'queen']",0.7333333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.3589857142857143,0.2885
21,0,"['balkan', 'spring', 'turns', 'summer', 'hopes', 'change', 'dim']",0.5333333333333333,0.0,0.0,0.0,0.0,0.16666666666666669,0.22620000000000007,0.3125
22,0,"['doctor', 'stayed', 'behind', 'save', 'babies', 'homeland']",0.6666666666666667,0.0,0.0,0.0,0.0,0.75,0.4047714285714286,0.520875
23,0,"['elizabeth', 'warren', 'campaign', 'trail']",0.33333333333333337,0.0,0.0,0.0,0.0,0.6666666666666667,0.5850428571428573,0.357125
24,0,"['elizabeth', 'gilbert', 'city', 'girls', 'delivers', 'romp', '1940s', 'new', 'york']",0.8666666666666667,0.0,0.0,0.0,0.0,0.5833333333333333,0.27570000000000017,0.329
25,0,"['kentucky', 'governor', 'race', 'unpopular', 'man', 'unpopular', 'party']",0.7333333333333334,0.0,0.0,0.0,0.0,0.4166666666666667,0.19608571428571436,0.51475
26,0,"['kenan', 'thompson', 'travel', 'without']",0.2666666666666667,0.0,0.0,0.0,1.0,0.3333333333333333,0.29167142857142864,0.46875
27,0,"['avoid', 'rent', 'increase']",0.33333333333333337,1.0,0.0,0.0,1.0,0.3333333333333333,0.17687142857142857,0.71425
28,0,"['champions', 'league', 'final', 'preview', 'liverpool', 'tottenham']",0.33333333333333337,1.0,0.0,0.0,0.0,0.4166666666666667,0.6258571428571429,0.178625
29,0,"['11', 'best', 'weekend', 'reads']",0.2666666666666667,0.0,0.0,1.0,0.0,0.24999999999999994,0.21428571428571436,0.416625
30,0,"['hotel', 'review', 'kartrite', 'resort', 'indoor', 'waterpark', 'monticello']",0.4666666666666667,0.0,0.0,0.0,0.0,0.5,0.5952428571428572,0.0
31,0,"['man', 'posed', 'saudi', 'prince', 'defrauded', 'investors', '8', 'million', 'sent', 'prison']",1.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.27171428571428574,0.51475
32,0,"['trade', 'war', 'spreads', 'mexico', 'companies', 'lose', 'safe', 'harbor']",0.6,0.0,0.0,0.0,0.0,0.4166666666666667,0.3030285714285715,0.340875
33,0,"['5', 'writers', 'summers', 'never', 'forget']",0.4666666666666667,0.0,0.0,1.0,0.0,0.24999999999999994,0.28571428571428575,0.5555
34,0,"['spacex', 'starlink', 'launch', 'fear', 'satellites', 'outnumber', 'visible', 'stars']",0.7333333333333334,0.0,0.0,0.0,0.0,0.5,0.4359000000000001,0.48075
35,0,"['leap', 'faith', 'two', 'scholars', 'theology']",0.4666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.16017142857142855,0.4545
36,0,"['blessing', 'power', 'ranger']",0.33333333333333337,0.0,0.0,0.0,0.0,0.3333333333333333,0.25851428571428575,0.71425
37,0,"['golf', 'lesson', 'bridget', 'moynahan']",0.2666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.38095714285714294,0.416625
38,0,"['conversation', 'queen', 'cake']",0.33333333333333337,0.0,0.0,0.0,0.0,0.6666666666666667,0.1904857142857143,0.5555
39,0,"['paparazzi', 'staked', 'outside', 'ivanka', 'trump', 'jared', 'kushner', 'home']",0.6,0.0,0.0,0.0,0.0,0.4166666666666667,0.3150285714285715,0.2885
40,0,"['pope', 'francis', 'seeks', 'mend', 'open', 'wounds', 'orthodox', 'church', 'romania']",0.6666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.36905714285714286,0.3125
41,0,"['end', 'netanyahu']",0.2666666666666667,1.0,0.0,0.0,0.0,0.4166666666666667,0.23810000000000006,0.833375
42,0,"['college', 'applications']",0.06666666666666668,0.0,0.0,0.0,0.0,0.6666666666666667,1.0,0.0
43,0,"['foul', 'ball', 'injured', 'little', 'girl', 'another', 'cycle', 'anguish']",0.6666666666666667,0.0,0.0,0.0,0.0,0.24999999999999994,0.28571428571428575,0.416625
44,0,"['drug', 'prolonged', 'life', 'younger', 'women', 'advanced', 'breast', 'cancer']",0.6,0.0,0.0,0.0,0.0,0.4166666666666667,0.3939428571428573,0.340875
45,0,"['happy', 'global', 'running', 'day']",0.13333333333333333,0.0,0.0,0.0,0.0,0.24999999999999994,0.4166714285714287,0.0
46,0,"['josé', 'antonio', 'reyes', 'former', 'arsenal', 'player', 'dies', 'car', 'crash', '35']",0.6666666666666667,0.0,0.0,0.0,0.0,0.24999999999999994,0.29762857142857135,0.208375
47,0,"['philip', 'green', 'fashion', 'mogul', 'charged', 'assault', 'groping', 'case']",0.7333333333333334,0.0,0.0,0.0,0.0,0.24999999999999994,0.32601428571428576,0.2885
48,0,"['des', 'democrats', 'expand', 'primary', 'map', 'spurred', 'social', 'media']",0.9333333333333332,0.0,0.0,0.0,0.0,0.4166666666666667,0.19524285714285725,0.5
49,0,"['suspect', 'virginia', 'beach', 'shooting', 'longtime', 'city', 'employee']",0.5333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.4381000000000001,0.375
50,0,"['mexico', 'biggest', 'exports', 'united', 'states']",0.4666666666666667,1.0,0.0,0.0,1.0,0.24999999999999994,0.26407142857142857,0.568125
51,0,"['virginia', 'beach', 'shooting', 'city', 'grieves', 'workers', 'day', 'horror']",0.6666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.35714285714285726,0.416625
52,0,"['former', 'player', 'keith', 'mumphery', 'settling', 'lawsuit', 'plots', 'comeback']",0.6,0.0,0.0,0.0,0.0,0.3333333333333333,0.4718714285714286,0.22725
53,0,"['12', 'new', 'books', 'watch', 'june']",0.4,0.0,0.0,1.0,0.0,0.08333333333333331,0.13095714285714288,0.46875
54,0,"['summer', 'baking', 'bucket', 'list']",0.13333333333333333,0.0,0.0,0.0,0.0,0.16666666666666669,0.4523857142857144,0.0
55,0,"['gun', 'killed', 'son', 'want', 'one']",0.7333333333333334,1.0,0.0,0.0,0.0,0.16666666666666669,0.05128571428571428,0.76925
56,0,"['2019', 'french', 'open', 'serena', 'williams', 'naomi', 'osaka', 'lose', 'third', 'round']",0.7333333333333334,0.0,0.0,1.0,0.0,0.3333333333333333,0.32601428571428576,0.2885
57,0,"['congress', 'weighs', 'whether', 'allow', 'guantánamo', 'prisoners', 'travel', 'medical', 'care']",0.8666666666666667,0.0,0.0,0.0,0.0,0.5,0.3904857142857143,0.416625
58,0,"['scripps', 'spelling', 'bee', 'broken', 'please', 'fix']",0.5333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.20238571428571434,0.520875
